Name,Email,Telefonnummer,Adresse,Beruf,Alter,Risiko,Kommunikationsfähigkeit,Empathie,Teamfähigkeit,Konfliktlösung,Empathische Kommunikation,Kundenorientierung,Networking,Flexibilität,Selbstmotivation,Belastbarkeit,Emotional Intelligence,Analytisches Denken,Entscheidungsfreude,Zielorientierung,Offenheit für Feedback,Selbstreflexion,Teamführung,Verhandlungsgeschick,Konfliktmanagement,Durchsetzungsvermögen,Kreativität,Zeitmanagement,Organisationsfähigkeit,Lernbereitschaft,Java,Python,C++,JavaScript,Ruby,PHP,Swift,Kotlin,C#,Go (Golang),HTML5,CSS3,React.js,Angular,Vue.js,Bootstrap,jQuery,SQL (Structured Query Language),MySQL,PostgreSQL,MongoDB,Oracle,Microsoft SQL Server,Datenbankdesign,Amazon Web Services (AWS),Microsoft Azure,Google Cloud Platform (GCP),Docker,Kubernetes,Continuous Integration / Continuous Deployment (CI/CD),Node.js,Express.js,Spring Framework (Java),Django (Python),Ruby on Rails,Laravel (PHP),Netzwerksicherheit,Ethical Hacking,Penetration Testing,Informationssicherheitsmanagement,Incident Response,Android App Entwicklung (Java/Kotlin),iOS App Entwicklung (Swift),"Cross-Platform-Entwicklung (z. B. React Native, Flutter)",Data Science,Maschinelles Lernen (Machine Learning),Künstliche Intelligenz (AI),Deep Learning,Data Mining,Linux-Administration,Windows Server-Administration,Netzwerkadministration,Testautomatisierung,Testmanagement,Last- und Performance-Testing
Dierk Krause,fpoelitz@example.net,09063459095,"Ringstr. 8/0
17312 Bamberg",Winzer,1990-10-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stanislaw Heintze-Johann,totto@example.com,+49(0)6261 253549,"Ali-Röhrdanz-Straße 603
76039 Lippstadt",Medizininformatiker,1981-02-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elisabet Briemer,kwagner@example.net,+49(0)0263 98785,"Gino-Wohlgemut-Gasse 98
14778 Kemnath",Pilot,1914-04-17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rene Koch II-Zirme,carla82@example.org,(07195) 545614,"Reza-Pärtzelt-Platz 1
50115 Groß-Gerau",Drogist,1930-05-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Laurenz Barth B.A.,siegriedtrueb@example.org,+49(0)1275296331,"Schmiedtgasse 4
39265 Potsdam",Winzer,2018-10-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Univ.Prof. Lioba Heinrich B.Sc.,cillyhiller@example.net,01492024391,"Ehlertstr. 1/3
33995 Haldensleben",Binnenschiffer,1937-03-05,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Univ.Prof. Joachim Ritter,dietrich91@example.net,+49(0) 738322221,"Leonid-Jopich-Ring 33
10027 Meißen",Forstwirt,1921-12-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sedat Schmiedt-Süßebier,ahoevel@example.com,06652 96957,"Phillip-Ullmann-Ring 4/8
66169 Wertingen",Mathematiker,1917-03-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maria-Luise Meister,nicozorbach@example.net,+49(0)6671225446,"Misichergasse 9/5
38174 Berlin",Fleischer,1937-10-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Zehra Krein,hanna51@example.com,(04605) 95413,"Mandy-Kostolzin-Ring 0/3
57255 Berchtesgaden",Informatiker,1940-02-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dietlinde Förster,ilhanpergande@example.org,0424498479,"Beierweg 0
55559 Sömmerda",Fleischer,1935-05-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aloisia Trub,hartmannmax@example.com,+49(0) 132227848,"Meyerstr. 6/5
85940 Kronach",Fachinformatiker,1985-11-20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Edwin Schottin,henny57@example.org,+49(0)9213 711800,"Köhlergasse 9
80853 Viechtach",Techniker,1916-02-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ute Jäkel,uroemer@example.net,+49(0)2484046844,"Oda-Mangold-Straße 59
49424 Mainburg",Techniker,1977-09-27,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adrian Kruschwitz B.Eng.,qheinz@example.com,0506283705,"Herrmannweg 66
61808 Deggendorf",Chemikant,1941-03-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diana Wernecke,randolfbudig@example.net,+49(0)9184772491,"Reisingstr. 481
46684 Luckenwalde",Koreanistiker,1940-08-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Burghard Kabus,pavelsoeding@example.com,00530140032,"Erna-Vogt-Allee 3
78026 Wunsiedel",Krankenschwester,1996-10-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Augustin Atzler,sigrid24@example.net,0048823152,"Sami-Faust-Ring 7/8
02371 Forchheim",Florist,2007-04-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prof. Traude Preiß,bfritsch@example.net,+49 (0) 4203 717406,"Jesselstraße 7/5
67025 Badibling",Bankkaufmann,1957-12-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Cilly Hethur B.A.,valentin18@example.com,05255486515,"Otto-Hertrampf-Straße 8/7
81998 Hannoversch Münden",Friseur,1966-12-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heinz-Josef Pruschke,beerjosefa@example.org,+49(0)5561 219454,"Geislerring 2
54335 Apolda",Mathematiker,1996-10-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Franca Mosemann-Stadelmann,schleicharif@example.com,05352 78562,"Erdmute-Säuberlich-Gasse 609
47914 Hohenmölsen",Polizist,2015-04-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saban Fiebig,linus92@example.net,08282272713,"Juan-Börner-Gasse 176
23390 Griesbach Rottal",Fachinformatiker,1919-03-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ing. Harm Löchel,whornig@example.net,(07535) 640143,"Zimmerring 4
34119 Sankt Goar",Beamter,1973-08-09,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Katharina Rust,traudel40@example.org,06234 53841,"Hans-Ulrich-Scholz-Weg 8/9
00194 Erbisdorf",Beamter,1912-03-11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Piotr Hethur,birgid18@example.com,02070 76724,"Edward-Dehmel-Allee 550
75675 Soltau",Artist,2019-06-04,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anette Schinke,mareikestoll@example.com,+49(0) 787167079,"Jörn-Eimer-Straße 0
52442 Sulzbach-Rosenberg",Erzieher,1970-11-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ing. Xenia Budig B.Sc.,randolf51@example.com,(06966) 81441,"Emma-Henck-Allee 08
12320 Schwarzenberg",Altenpfleger,2015-09-16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carmela Gehringer,hetzler@example.org,+49 (0) 8608 629981,"Stiffelring 5/2
67683 Sondershausen",Drogist,1988-03-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hartmut Weitzel-Jessel,omohaupt@example.com,+49 (0) 2089 974336,"Krausestraße 887
16600 Dinkelsbühl",Techniker,1939-08-02,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ing. Helge Seidel,qsteinberg@example.com,07445 380997,"Södingstr. 7
25271 Eckernförde",Elektroniker,2017-04-21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dipl.-Ing. Hermann Josef Dippel B.Eng.,robin40@example.org,+49(0)6409 15316,"Bohlanderstr. 3
25822 Lübeck",Forstwirt,2016-08-30,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sibel Mangold B.A.,cosima30@example.net,06994 331906,"Casparring 263
40390 Backnang",Mathematiker,1911-03-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arne Werner,stahrhans-otto@example.net,04974500884,"Steckelallee 637
56400 Greiz",Mechaniker,1909-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Filippo Blümel MBA.,julia21@example.com,+49(0)0995045092,"Wulfallee 8
00732 Hettstedt",Techniker,1946-05-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Hans Dieter Warmer B.Eng.,danjacobi-jaeckel@example.com,08128293813,"Langernring 2/7
99160 Warendorf",Informatiker,1938-06-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Karolina Koch II-Davids,silvio44@example.net,(01471) 64150,"Zenta-Bähr-Platz 943
44073 Bogen",Mathematiker,1972-11-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luigi Ring,beyerkarl-otto@example.net,0452513302,"Hans Josef-Dehmel-Weg 85
71477 Haldensleben",Bäcker,1927-04-09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Petra Ullmann,genoveva56@example.net,+49 (0) 7517 075693,"Ramona-Sager-Gasse 734
66115 Roth",Bäcker,2005-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dipl.-Ing. Jürgen Spieß B.Eng.,erolrose@example.net,+49(0) 780294705,"Hedwig-Römer-Allee 6
01235 Stendal",Elektroniker,1943-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wilhelm Killer,truppisabell@example.com,+49(0)3417 024026,"Heide-Hornich-Weg 54
93774 Bremervörde",Arzt,2010-06-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ilona Ullrich-Mangold,katjaloewer@example.com,+49(0)6973550862,"Tomislav-Fiebig-Gasse 987
84916 Haldensleben",Elektroniker,1943-05-20,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Frau Mareen Weihmann MBA.,lotti52@example.net,06171 58444,"Janette-Rogge-Gasse 33
07003 Hünfeld",Fachinformatiker,1996-09-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Violetta Pärtzelt,wendelinstiffel@example.org,+49(0)1824 124726,"Karl-Rogner-Platz 20
70646 Hamburg",Friseur,1974-07-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prof. Susan Schlosser,nathalie55@example.net,(06596) 57214,"Walfried-Henk-Straße 5/5
25117 Hainichen",Medizininformatiker,1949-12-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kemal Kusch,paertzeltgertraud@example.net,(01027) 67326,"Knut-Berger-Ring 295
11101 Ansbach",Pilot,1959-09-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
